# gemitteltes ADC Signal, Zeilen: Messpunkt, Spalten: Kanäle
-0.490604	-0.417939	-0.609269	-0.649324	-0.647534	-0.202757	-0.523699	-0.490286	-0.503511	-0.586769	-0.397556	-0.610838	-0.535073	-0.668134	-0.497837	-0.574482	-0.459550	-0.737931	-0.427998	-0.537596	-0.703335	-0.429321	-0.460848	-0.483949	-0.530565	-0.466882	-0.491550	-0.199649	-0.295934	-0.256357	-0.448262	-0.284917	-0.281699	-0.398747	-0.343080	-0.150601	-0.290453	-0.120676	-0.243503	0.094942	-0.046734	-0.208281	-0.104075	-0.139283	-0.280063	-0.115781	-0.209955	-0.167579	0.131751	0.071884	-0.032445	-0.163336	-0.073309	0.107412	0.166030	0.049308	0.047157	0.336227	0.083156	-0.024560	0.271260	0.094094	0.139582	0.309035	0.341239	0.130162	0.406014	0.065952	0.102501	0.081358	0.220142	0.247805	0.252384	0.046710	0.273830	0.229253	0.232836	0.112010	0.361791	0.192875	0.465657	0.662066	6.807710	146.165204	4.686102	0.841677	0.459102	0.450588	0.165359	0.073293	0.470040	0.079307	0.227615	0.100532	0.163890	0.218998	0.212918	0.022822	0.166106	0.251424	0.275417	0.152305	-0.050024	-0.195060	0.184118	0.203418	0.032159	-0.048937	0.039305	-0.044464	-0.054458	0.137729	-0.033259	-0.033828	-0.141521	-0.154354	-0.077566	-0.327921	-0.259582	-0.159730	-0.329399	-0.329467	-0.271192	-0.317252	-0.333253	-0.132630	-0.361934	-0.078107
-0.525735	-0.531990	-0.505538	-0.511627	-0.702645	-0.332793	-0.476911	-0.558383	-0.607573	-0.593927	-0.522597	-0.560054	-0.518255	-0.633334	-0.690810	-0.464758	-0.555620	-0.534300	-0.523068	-0.668631	-0.677526	-0.515400	-0.446028	-0.459139	-0.532729	-0.374140	-0.429778	-0.370644	-0.416978	-0.434344	-0.396479	-0.303064	-0.267878	-0.283028	-0.451137	-0.055861	-0.335573	-0.097864	-0.376536	0.033838	-0.105840	-0.112542	-0.165179	-0.073514	-0.171337	-0.105956	-0.225105	-0.191721	0.172545	-0.024185	0.042315	-0.053611	-0.047500	0.071282	-0.068900	0.153039	0.084954	0.303095	0.048026	-0.130620	0.283083	-0.072904	0.136420	0.269909	0.165249	0.083044	0.323931	0.013839	0.228209	0.150124	0.059138	0.257630	0.210260	0.063528	0.277661	0.147169	0.263640	0.123833	0.214773	0.228674	0.344613	0.742820	8.741611	145.140064	4.788834	0.775578	0.497898	0.424449	0.039319	-0.022777	0.562782	-0.036743	0.372305	0.147320	0.377511	0.344707	0.215750	0.234445	0.098009	0.222287	0.171355	0.029262	0.068692	-0.111309	0.289847	0.106349	0.036989	-0.088063	0.070109	-0.069604	-0.123554	-0.022276	0.002540	-0.088938	-0.154674	-0.227446	-0.038771	-0.323091	-0.296711	-0.145909	-0.404489	-0.297664	-0.248380	-0.339395	-0.496255	-0.322606	-0.321140	-0.143207
-0.702227	-0.625566	-0.661052	-0.697111	-0.974043	-0.475319	-0.761296	-0.792818	-0.819031	-0.761429	-0.682107	-0.778505	-0.699743	-0.877759	-0.929240	-0.638253	-0.761084	-0.856647	-0.726534	-0.842126	-0.942930	-0.668916	-0.787356	-0.743524	-0.889042	-0.614569	-0.694182	-0.630054	-0.691373	-0.655792	-0.658886	-0.605431	-0.387428	-0.663317	-0.586671	-0.300286	-0.499079	-0.368263	-0.694887	-0.219578	-0.364251	-0.431892	-0.293720	-0.383873	-0.449728	-0.360371	-0.499500	-0.434147	-0.058893	-0.264614	-0.327984	-0.433900	-0.226990	-0.246070	-0.184454	-0.154323	-0.276354	-0.141130	-0.134461	-0.369051	-0.083220	-0.269377	-0.208904	-0.020470	-0.018236	-0.204338	0.084501	-0.254562	-0.261970	-0.244151	-0.163309	-0.107674	-0.104095	-0.142935	-0.069661	0.007640	-0.046719	-0.119593	-0.004677	0.003230	0.344943	1.163730	39.507176	125.271263	4.440513	0.447237	0.432294	0.034170	-0.043267	-0.206262	0.219456	-0.457991	-0.014977	-0.233968	0.110109	-0.113504	0.026270	-0.145844	-0.196366	0.032808	-0.110033	-0.202175	-0.158750	-0.428661	-0.011521	-0.282931	-0.204439	-0.230590	-0.127363	-0.270073	-0.372974	-0.273694	-0.232894	-0.339357	-0.400098	-0.448894	-0.358121	-0.473610	-0.527149	-0.263461	-0.437125	-0.508122	-0.493804	-0.643760	-0.615805	-0.378219	-0.605525	-0.319700
-0.597709	-0.445123	-0.689400	-0.845339	-0.719674	-0.600571	-0.648786	-0.702285	-0.835391	-0.617949	-0.587578	-0.699960	-0.551268	-0.790223	-0.917629	-0.647621	-0.629592	-0.728152	-0.570067	-0.845500	-0.895354	-0.590371	-0.673847	-0.562082	-0.843464	-0.723837	-0.637616	-0.418642	-0.632809	-0.668156	-0.614307	-0.457955	-0.477715	-0.606751	-0.629005	-0.250713	-0.552402	-0.477531	-0.586372	-0.143031	-0.346646	-0.325375	-0.341049	-0.321312	-0.408146	-0.272836	-0.432943	-0.196762	-0.103225	-0.188067	-0.238450	-0.334376	-0.395198	-0.209483	-0.203812	-0.063791	-0.330677	0.039312	-0.136836	-0.340456	0.050269	-0.286737	-0.199290	0.070063	-0.034597	-0.150769	0.161048	-0.247945	-0.181427	-0.274498	-0.081768	-0.123035	-0.021554	-0.231223	0.146746	-0.055674	0.020837	-0.093995	0.034907	0.004852	0.492419	2.167349	129.410896	35.871286	1.867709	0.245063	0.312038	0.009818	-0.177510	-0.009836	-0.231470	0.012162	-0.104264	-0.022556	0.008834	0.064941	0.032887	-0.085281	-0.102837	0.008455	-0.060459	-0.113641	-0.179106	-0.411055	-0.023886	-0.251339	-0.196824	-0.292904	-0.085782	-0.239480	-0.480243	-0.112232	-0.351152	-0.172901	-0.252622	-0.285434	-0.296559	-0.497962	-0.493560	-0.378723	-0.459480	-0.309698	-0.429245	-0.436344	-0.625172	-0.210764	-0.576930	-0.380016
-0.557513	-0.389942	-0.614239	-0.615333	-0.685472	-0.288647	-0.472725	-0.545206	-0.587403	-0.635695	-0.485444	-0.477946	-0.447136	-0.622155	-0.639671	-0.451581	-0.591394	-0.761882	-0.419981	-0.621488	-0.749264	-0.461264	-0.407876	-0.468939	-0.581490	-0.406917	-0.479538	-0.331493	-0.427777	-0.406182	-0.512173	-0.399777	-0.244711	-0.254866	-0.411986	-0.159568	-0.262456	-0.229543	-0.370352	0.018044	-0.186570	-0.124340	-0.116038	-0.210187	-0.143175	-0.083788	-0.203936	-0.116606	0.086821	-0.011008	-0.112340	-0.155319	-0.033324	-0.058398	-0.005773	-0.012606	-0.080690	0.124463	0.104160	-0.069491	0.154401	-0.003783	-0.044209	0.315054	0.187417	0.086231	0.321124	0.072970	0.151476	0.033430	0.165222	0.199878	0.111549	0.102679	0.276852	0.115391	0.157936	0.182964	0.212965	0.237855	0.562585	2.318434	145.583959	12.384010	1.052760	0.497047	0.518068	0.179884	0.019529	0.200191	0.107427	0.391020	-0.065067	0.149508	0.218860	0.254987	0.186969	0.148721	0.084213	0.155544	0.232484	0.034447	0.094856	-0.175055	0.167160	-0.083271	-0.032751	0.030009	0.004364	0.062454	-0.103384	-0.030078	-0.059208	-0.019817	-0.245393	-0.083400	0.101280	-0.192032	-0.228589	-0.166698	-0.241462	-0.322449	-0.151287	-0.292252	-0.398163	-0.182556	-0.190081	-0.064096
-0.424646	-0.311021	-0.606247	-0.535413	-0.638519	-0.246688	-0.438759	-0.462289	-0.622368	-0.427903	-0.506423	-0.455968	-0.448135	-0.590187	-0.688622	-0.416616	-0.454531	-0.701942	-0.400001	-0.592517	-0.813200	-0.411314	-0.446837	-0.474933	-0.607464	-0.445878	-0.498519	-0.428396	-0.538667	-0.487101	-0.374311	-0.350826	-0.224731	-0.348772	-0.318080	-0.034692	-0.213505	-0.060711	-0.366356	0.107954	-0.102654	-0.121343	-0.111043	-0.095302	-0.201117	-0.055816	-0.150989	-0.052670	0.208699	-0.004015	-0.062390	-0.096378	-0.030327	0.011532	0.068153	0.063319	-0.046724	0.157430	0.106158	-0.035525	0.195360	0.019194	0.074672	0.153216	0.119485	0.127190	0.445999	-0.145811	0.101526	0.028435	0.074313	0.175902	0.168492	0.114667	0.219909	0.202305	0.204889	0.082065	0.218959	0.259833	0.517630	2.156596	146.543000	9.305089	1.075737	0.509035	0.510076	0.315748	0.082466	0.228163	0.030504	0.299112	-0.016116	0.262395	0.327751	0.241001	0.249906	0.187682	0.075222	0.269430	0.178538	0.082399	-0.003046	-0.115115	0.184143	0.104541	0.070146	0.056982	0.044324	0.055461	-0.072415	0.033858	0.059673	-0.069767	0.072290	-0.136347	0.052328	-0.333890	-0.137680	-0.098766	-0.268435	-0.234537	-0.148290	-0.173371	-0.220341	-0.130608	-0.437833	-0.026134
-0.433802	-0.440057	-0.548470	-0.616497	-0.722600	-0.319781	-0.562801	-0.546370	-0.544611	-0.560936	-0.476618	-0.662927	-0.504244	-0.720222	-0.679796	-0.374823	-0.558592	-0.626183	-0.375191	-0.526748	-0.717461	-0.390500	-0.580869	-0.380193	-0.499737	-0.378111	-0.414768	-0.357632	-0.398972	-0.370383	-0.362488	-0.250092	-0.256865	-0.322964	-0.303260	-0.003889	-0.265618	-0.213724	-0.371516	0.045851	-0.054867	-0.086543	-0.103216	-0.118444	-0.155328	-0.038999	-0.280026	-0.216671	0.167575	0.074741	0.014368	-0.004635	-0.071451	0.170208	0.013042	0.043173	-0.005931	0.195227	0.109988	-0.040685	0.110280	-0.009943	0.030551	0.152051	0.228211	0.093058	0.374905	0.109768	0.081381	0.196102	0.165056	0.271641	0.187308	0.082534	0.377586	0.124217	0.224704	0.128853	0.325687	0.260667	0.539443	1.985602	143.645732	8.498730	1.036611	0.479899	0.567853	0.297601	0.087296	0.164061	0.173196	0.301944	-0.016281	0.314178	0.328585	0.274802	0.408582	0.132572	0.084047	0.335199	0.167384	0.104212	0.026759	-0.077318	0.177983	0.090390	0.039011	0.039834	0.000203	0.061290	-0.164488	0.115611	-0.114318	-0.017985	-0.101702	-0.033615	0.114101	-0.110279	-0.170812	-0.107923	-0.282586	-0.221715	-0.185418	-0.209500	-0.171555	-0.157746	-0.312124	-0.023302
-0.401503	-0.339827	-0.376312	-0.561222	-0.586405	-0.281488	-0.433599	-0.590995	-0.462362	-0.503662	-0.277486	-0.499759	-0.385033	-0.640971	-0.591553	-0.402464	-0.448371	-0.555923	-0.381854	-0.542401	-0.598250	-0.398162	-0.248870	-0.363879	-0.607299	-0.427731	-0.317534	-0.225433	-0.358681	-0.437985	-0.322198	-0.194817	-0.128662	-0.271684	-0.436796	-0.118443	-0.326227	-0.065541	-0.389168	0.094133	0.036373	-0.181118	-0.086902	-0.010222	-0.018135	0.022271	-0.218756	-0.038518	0.278794	0.099047	0.098615	-0.073236	-0.080112	0.126583	0.073313	0.180367	0.030364	0.320433	0.081348	0.046559	0.242479	0.119259	0.039872	0.287247	0.280490	0.174308	0.388222	0.027181	0.167626	0.134495	0.110442	0.377865	0.316510	0.133813	0.401892	0.212460	0.318940	0.152160	0.237106	0.097161	0.414898	1.038879	36.734973	5.261298	0.622356	0.314395	0.317434	0.199030	0.131583	0.056500	0.310390	0.322254	0.018015	0.315508	0.300943	0.261146	0.359961	0.233801	0.267195	0.348517	0.154727	0.203444	0.047069	-0.071993	0.363129	0.090720	0.106275	-0.020775	0.143391	0.129553	-0.021301	0.164892	0.028869	-0.076595	0.048479	-0.122196	0.211335	-0.123935	-0.095556	-0.120579	-0.248290	-0.171434	-0.171102	-0.196183	-0.364032	-0.080492	-0.312793	-0.088906
-0.358424	-0.292752	-0.430135	-0.567093	-0.601268	-0.251396	-0.515395	-0.588875	-0.475227	-0.548495	-0.356285	-0.577559	-0.365930	-0.663826	-0.562460	-0.533211	-0.195502	-0.546810	-0.376737	-0.503318	-0.659066	-0.513924	-0.408588	-0.434686	-0.474309	-0.424612	-0.521208	-0.222314	-0.465452	-0.374926	-0.353044	-0.421468	-0.227441	-0.230603	-0.290820	-0.162277	-0.224206	-0.249235	-0.270164	0.125224	-0.071397	-0.067109	0.026107	-0.083027	-0.200830	-0.091493	-0.144708	-0.048386	0.166029	0.044224	-0.066098	-0.069117	0.102828	0.160671	0.080428	0.134535	0.007509	0.423452	0.055496	-0.082190	0.203640	0.074426	0.154880	0.306350	0.109783	0.130474	0.304428	0.080250	0.157758	0.095656	0.097577	0.294071	0.245703	0.126943	0.419996	0.283511	0.333048	0.386048	0.313152	0.266114	0.559876	0.533507	4.766064	0.896785	0.486614	0.340491	0.255618	0.119232	0.037799	0.059619	0.605217	0.159539	0.267888	0.279666	0.313053	0.299230	0.271172	0.280877	0.138446	0.379608	0.171833	0.252517	0.166072	-0.135807	0.310304	0.250683	-0.003493	0.176150	0.032624	0.094710	0.033767	0.205973	0.092928	0.088362	-0.087263	0.061743	0.079589	-0.168768	-0.073456	-0.052525	-0.302113	-0.211272	-0.094056	-0.130126	-0.302971	0.017532	-0.103880	0.068059
-0.599288	-0.412736	-0.495175	-0.464301	-0.585389	-0.300451	-0.512502	-0.463105	-0.555252	-0.536611	-0.386360	-0.552688	-0.374026	-0.583011	-0.636490	-0.415433	-0.353448	-0.587873	-0.377840	-0.557369	-0.660170	-0.227315	-0.360740	-0.415809	-0.449438	-0.344796	-0.540294	-0.212428	-0.432589	-0.296109	-0.345157	-0.304689	-0.136636	-0.291646	-0.369845	-0.105438	-0.097437	0.006405	-0.310229	0.036209	0.082345	-0.040241	-0.000970	-0.088126	-0.031104	0.013298	-0.196760	-0.056482	0.130960	-0.031804	0.144586	-0.067224	0.073752	0.171556	0.004400	0.259306	0.084328	0.478293	0.212235	0.074549	0.345394	0.112284	0.226703	0.327225	0.240548	0.272228	0.363265	0.111115	0.214596	0.178469	0.179391	0.315945	0.321523	0.144820	0.397914	0.361329	0.418858	0.337992	0.426934	0.380895	0.407923	0.741195	2.691035	0.663913	0.464532	0.248479	0.433336	0.281965	0.234498	0.307267	0.469249	0.271323	0.268782	0.261579	0.316945	0.415010	0.466872	0.216836	0.111369	0.394489	0.213686	0.259406	-0.023842	0.034918	0.231279	0.209619	-0.000600	0.076146	0.094458	0.189511	-0.036268	0.055020	0.082833	0.060286	0.030515	0.015684	0.071493	-0.138902	-0.204429	-0.121560	-0.274246	-0.201387	-0.281973	-0.255106	-0.349029	-0.193362	-0.362725	-0.134842
