1D 255 -512,000000 260608,000000	[nbin xmin xmax]
120832,000000	246,793281
121856,000000	247,381797
122880,000000	247,916953
123904,000000	248,471953
124928,000000	249,070938
125952,000000	249,576328
126976,000000	250,001172
128000,000000	250,636484
129024,000000	251,172578
130048,000000	251,588750
131072,000000	252,022422
132096,000000	252,557656
133120,000000	252,947109
134144,000000	253,447812
135168,000000	253,886172
136192,000000	254,398281
137216,000000	254,798281
138240,000000	255,131328
139264,000000	255,610938
140288,000000	256,014375
141312,000000	256,338828
142336,000000	256,589531
143360,000000	256,987422
144384,000000	257,386172
145408,000000	257,675078
146432,000000	258,052734
147456,000000	258,373047
148480,000000	258,526016
149504,000000	258,899531
150528,000000	259,111172
151552,000000	259,563359
152576,000000	259,769687
153600,000000	260,061797
154624,000000	260,305937
155648,000000	260,571875
156672,000000	260,927969
157696,000000	261,163594
158720,000000	261,290547
159744,000000	261,688984
160768,000000	261,917813
161792,000000	262,093047
162816,000000	262,366563
163840,000000	262,676641
164864,000000	262,835391
165888,000000	263,018594
166912,000000	263,097109
167936,000000	263,302969
168960,000000	263,502812
169984,000000	263,692812
171008,000000	263,879844
172032,000000	264,021562
173056,000000	264,053203
174080,000000	264,273672
175104,000000	264,396719
176128,000000	264,599844
177152,000000	264,759531
178176,000000	264,774766
179200,000000	264,866719
180224,000000	265,117656
181248,000000	265,245313
182272,000000	265,495859
183296,000000	265,608828
184320,000000	265,860312
185344,000000	265,938984
186368,000000	266,125078
187392,000000	266,368047
188416,000000	266,451719
189440,000000	266,521484
190464,000000	266,681562
191488,000000	266,749609
192512,000000	266,947500
193536,000000	266,996953
194560,000000	267,001562
195584,000000	267,043828
196608,000000	267,146250
197632,000000	267,266250
198656,000000	267,312813
199680,000000	267,286094
200704,000000	267,417656
201728,000000	267,597812
202752,000000	267,499922
203776,000000	267,661406
204800,000000	267,684609
205824,000000	267,674297
206848,000000	267,824297
207872,000000	267,864766
208896,000000	267,829766
209920,000000	267,989219
210944,000000	267,950703
211968,000000	267,931875
212992,000000	268,030391
214016,000000	268,106406
215040,000000	268,086953
216064,000000	268,145313
217088,000000	268,283125
218112,000000	268,311875
219136,000000	268,235469
220160,000000	268,386797
221184,000000	268,472891
222208,000000	268,433047
223232,000000	268,468437
224256,000000	268,491875
225280,000000	268,542656
226304,000000	268,523047
227328,000000	268,530781
228352,000000	268,583516
229376,000000	268,661797
230400,000000	268,718047
231424,000000	268,763984
232448,000000	268,738438
233472,000000	268,769766
234496,000000	268,787422
235520,000000	268,728984
236544,000000	268,848672
237568,000000	268,899922
238592,000000	268,840000
239616,000000	269,080000
240640,000000	269,039453
241664,000000	268,998984
242688,000000	269,041094
243712,000000	269,014844
244736,000000	269,035469
245760,000000	269,103516
246784,000000	269,111250
247808,000000	269,169453
248832,000000	269,132969
249856,000000	269,114141
250880,000000	269,272266
251904,000000	269,257891
252928,000000	269,215156
253952,000000	269,167891
254976,000000	269,353203
256000,000000	269,270234
257024,000000	269,178281
258048,000000	269,328750
259072,000000	269,305703
260096,000000	269,343438
