1D 255 -512,000000 260608,000000	[nbin xmin xmax]
200704,000000	266,843281
201728,000000	266,889766
202752,000000	266,911953
203776,000000	267,014531
204800,000000	267,107187
205824,000000	267,137500
206848,000000	267,098203
207872,000000	267,063672
208896,000000	267,285156
209920,000000	267,241875
210944,000000	267,424453
211968,000000	267,426406
212992,000000	267,372891
214016,000000	267,534922
215040,000000	267,541719
216064,000000	267,538906
217088,000000	267,612500
218112,000000	267,623047
219136,000000	267,746484
220160,000000	267,643203
221184,000000	267,696875
222208,000000	267,818984
223232,000000	267,803906
224256,000000	267,927188
225280,000000	267,872500
226304,000000	267,826328
227328,000000	267,910938
228352,000000	267,961563
229376,000000	268,125078
230400,000000	268,113672
231424,000000	268,062031
232448,000000	268,040000
233472,000000	268,133203
234496,000000	268,129453
235520,000000	268,129219
236544,000000	268,130469
237568,000000	268,096563
238592,000000	268,201406
239616,000000	268,178906
240640,000000	268,225469
241664,000000	268,244453
242688,000000	268,389922
243712,000000	268,304219
244736,000000	268,371406
245760,000000	268,405391
246784,000000	268,349141
247808,000000	268,350937
248832,000000	268,414219
249856,000000	268,450703
250880,000000	268,398750
251904,000000	268,507891
252928,000000	268,526172
253952,000000	268,441563
254976,000000	268,521094
256000,000000	268,541328
257024,000000	268,570547
258048,000000	268,663516
259072,000000	268,596484
260096,000000	268,577734
